patientid, geneid, expression_value
patient12,11,1554252.64
patient12,12,1330187.95
patient12,13,1052777.38
patient12,14,1816804.78
patient12,15,1353553.17
patient12,16,-94027.27
patient12,17,1270003.66
patient12,18,1975235.04
patient12,19,137052.98
patient12,20,1513110.46
patient12,21,1968638.99
patient12,22,198192.40
patient12,23,1956769.07
patient12,24,567205.75
patient12,25,446828.04
patient12,26,116365.82
patient12,27,1541489.05
patient12,28,62054.01
patient12,29,405678.93
patient12,30,1157747.51
patient12,31,263609.76
patient12,32,1671488.80
patient12,33,1294880.11
patient12,34,1830238.19
patient12,35,199203.11
patient12,36,278707.80
patient12,37,182907.37
patient12,38,206706.82
patient12,39,-74508.02
patient12,40,1980826.06
patient12,41,284364.27
patient12,42,1719934.98
patient12,43,914588.75
patient12,44,1098375.07
patient12,45,1490787.69
patient12,46,1682150.25
patient12,47,185229.89
patient12,48,184445.46
patient12,49,194429.94
patient12,50,422586.90
patient12,51,1495523.30
patient12,52,1388590.48
patient12,53,12988.68
patient12,54,959895.82
patient12,55,1101673.92
patient12,56,922898.80
patient12,57,991748.50
patient12,58,120050.35
patient12,59,327064.10
patient12,60,171262.09
patient12,61,778066.50
patient12,62,1899305.77
patient12,63,426164.85
patient12,64,1046877.40
patient12,65,390453.29
patient12,66,285053.10
patient12,67,1776042.08
patient12,68,854232.27
patient12,69,1200311.28
patient12,70,1025391.56
patient12,71,1162360.36
patient12,72,1559955.53
patient12,73,332460.42
patient12,74,556416.41
patient12,75,1862763.28
patient12,76,1556982.69
patient12,77,1810707.06
patient12,78,408364.63
patient12,79,480587.77
patient12,80,488607.16
patient12,81,642723.72
patient12,82,1893454.27
patient12,83,1145395.35
patient12,84,1141689.10
patient12,85,1061270.05
patient12,86,1218945.12
patient12,87,780078.67
patient12,88,1341177.25
patient12,89,1838535.89
patient12,90,1446262.98
patient12,91,1334348.72
patient12,92,1089322.57
patient12,93,791496.48
patient12,94,-120098.82
patient12,95,1752709.98
patient12,96,997154.28
patient12,97,606073.85
patient12,98,1804661.44
patient12,99,593755.03
patient13,0,1956167.80
patient13,1,619488.94
patient13,2,922269.67
patient13,3,762203.96
patient13,4,1655600.79
patient13,5,438776.48
patient13,6,1879266.67
patient13,7,1041914.89
patient13,8,1259036.37
patient13,9,516567.64
patient13,10,1933739.50
patient13,11,1878808.91
patient13,12,461632.60
patient13,13,140025.06
patient13,14,1612.91
patient13,15,497626.96
patient13,16,815751.65
patient13,17,340638.26
patient13,18,844263.97
patient13,19,694640.51
patient13,20,152030.10
patient13,21,1493735.31
patient13,22,1110752.53
patient13,23,1512133.20
patient13,24,1285187.16
patient13,25,704744.93
patient13,26,1092711.40
patient13,27,-35511.89
patient13,28,1637775.28
patient13,29,1553950.23
patient13,30,1635606.86
patient13,31,40205.11
patient13,32,1946697.37
patient13,33,972743.65
patient13,34,103772.25
patient13,35,77826.25
patient13,36,614127.29
patient13,37,426830.82
patient13,38,1725256.94
patient13,39,1364786.97
patient13,40,252107.98
patient13,41,639906.35
patient13,42,1036768.57
patient13,43,137761.77
patient13,44,1929599.99
patient13,45,157797.04
patient13,46,1377174.67
patient13,47,-86426.76
patient13,48,1405828.24
patient13,49,1254295.57
patient13,50,290007.80
patient13,51,1831718.69
patient13,52,-421.08
patient13,53,470723.05
patient13,54,568902.39
patient13,55,-85683.04
patient13,56,889734.06
patient13,57,328035.24
patient13,58,1279710.37
patient13,59,1808835.22
patient13,60,1122385.86
patient13,61,258409.30
patient13,62,888051.21
patient13,63,647297.40
patient13,64,598328.90
patient13,65,1508061.92
patient13,66,98814.93
patient13,67,276828.18
patient13,68,173836.38
patient13,69,321976.17
patient13,70,98761.14
patient13,71,754038.30
patient13,72,188003.59
patient13,73,993847.41
patient13,74,768670.70
patient13,75,1339128.31
patient13,76,193441.35
patient13,77,85036.10
patient13,78,1717763.26
patient13,79,1198975.20
patient13,80,1347496.88
patient13,81,-99380.38
patient13,82,-62045.51
patient13,83,91778.87
patient13,84,1092014.45
patient13,85,1576866.66
patient13,86,1030219.20
patient13,87,-56086.02
patient13,88,1307362.58
patient13,89,504579.47
patient13,90,648806.74
patient13,91,1403723.96
patient13,92,210687.37
patient13,93,-13858.00
patient13,94,21302.84
patient13,95,577458.51
patient13,96,136280.08
patient13,97,524672.71
patient13,98,730243.31
patient13,99,651948.69
patient14,0,959127.86
patient14,1,1317284.96
patient14,2,471799.97
patient14,3,978983.50
patient14,4,750619.65
patient14,5,1185859.42
patient14,6,-43100.82
patient14,7,536169.33
patient14,8,709431.57
patient14,9,898396.61
patient14,10,1541830.63
patient14,11,1948544.56
patient14,12,1829487.86
patient14,13,1532752.13
patient14,14,385132.51
patient14,15,644814.55
patient14,16,1881105.08
patient14,17,201158.82
patient14,18,1704471.62
patient14,19,1901660.54
patient14,20,506343.08
patient14,21,526673.85
patient14,22,-31266.16
patient14,23,1765612.86
patient14,24,1618137.32
patient14,25,1626607.87
patient14,26,1561617.88
patient14,27,1489447.90
patient14,28,1321292.25
patient14,29,589604.23
patient14,30,-94753.36
patient14,31,180137.64
patient14,32,167165.63
patient14,33,458091.75
patient14,34,333158.83
patient14,35,1857866.55
patient14,36,956143.25
patient14,37,1641657.16
patient14,38,734929.50
patient14,39,1018812.90
patient14,40,1174972.80
patient14,41,1573427.39
patient14,42,-34199.14
patient14,43,1282963.81
patient14,44,400247.96
patient14,45,766.99
patient14,46,107167.53
patient14,47,659209.21
patient14,48,721954.53
patient14,49,708473.33
patient14,50,512012.97
patient14,51,934013.28
patient14,52,-99293.58
patient14,53,1053875.49
patient14,54,391616.96
patient14,55,1936948.11
patient14,56,1180110.98
patient14,57,720995.50
patient14,58,1543288.94
patient14,59,478224.95
patient14,60,1182524.96
patient14,61,1512668.05
patient14,62,-87475.64
patient14,63,622669.44
patient14,64,1289344.81
patient14,65,108100.33
patient14,66,-161812.09
patient14,67,1840904.07
patient14,68,1713044.09
patient14,69,1592803.09
patient14,70,319793.47
patient14,71,1421821.73
patient14,72,821075.29
patient14,73,914378.77
patient14,74,1884955.21
patient14,75,515975.01
patient14,76,569885.34
patient14,77,1324936.67
patient14,78,1076940.31
patient14,79,730136.52
patient14,80,-57223.28
patient14,81,-91323.63
patient14,82,1774555.42
patient14,83,670422.88
patient14,84,1365537.28
patient14,85,1725205.08
patient14,86,32503.02
patient14,87,-75317.74
patient14,88,770379.07
patient14,89,1144614.46
patient14,90,560814.92
patient14,91,948945.52
patient14,92,1850594.07
patient14,93,589652.18
patient14,94,203143.39
patient14,95,175900.41
patient14,96,1580874.84
patient14,97,913024.18
patient14,98,51707.71
patient14,99,145017.64
patient15,0,-58612.55
patient15,1,1454552.22
patient15,2,1279448.59
patient15,3,1241953.90
patient15,4,1913965.59
patient15,5,1236124.68
patient15,6,412339.64
patient15,7,404493.51
patient15,8,1935602.39
patient15,9,9591.20
patient15,10,1305809.26
patient15,11,429441.14
patient15,12,-130832.59
patient15,13,698071.81
patient15,14,-129446.42
patient15,15,64229.08
patient15,16,1087721.89
patient15,17,1583444.41
patient15,18,1153032.02
patient15,19,774807.06
patient15,20,819769.79
patient15,21,1037938.98
patient15,22,1380231.81
patient15,23,-61260.70
patient15,24,1395299.75
patient15,25,268679.96
patient15,26,1818980.96
patient15,27,1268147.89
patient15,28,1032981.31
patient15,29,1070051.32
patient15,30,-79071.10
patient15,31,1676792.86
patient15,32,1458396.28
patient15,33,684010.44
patient15,34,119598.41
patient15,35,1850420.90
patient15,36,236180.56
patient15,37,432527.55
patient15,38,244724.44
patient15,39,1561395.25
patient15,40,1183334.12
patient15,41,1495354.48
patient15,42,1201320.30
patient15,43,1360536.96
patient15,44,1176543.76
patient15,45,1726705.37
patient15,46,509742.86
patient15,47,990525.33
patient15,48,449520.85
patient15,49,156467.55
patient15,50,1887919.34
patient15,51,902601.52
patient15,52,869489.47
patient15,53,1101970.48
patient15,54,1405403.00
patient15,55,937014.38
patient15,56,271506.47
patient15,57,1940452.34
patient15,58,215791.18
patient15,59,-27784.68
patient15,60,867865.79
patient15,61,1596222.24
patient15,62,1815399.81
patient15,63,1637801.79
patient15,64,97399.34
patient15,65,447739.13
patient15,66,-70756.75
patient15,67,719693.43
patient15,68,1189849.52
patient15,69,1596386.60
patient15,70,1080555.62
patient15,71,1299203.32
patient15,72,1774464.46
patient15,73,1335983.50
patient15,74,1229193.18
patient15,75,1561970.73
patient15,76,1514885.07
patient15,77,1508439.59
patient15,78,1295100.69
patient15,79,1399108.30
patient15,80,-44274.10
patient15,81,980274.85
patient15,82,1887600.32
patient15,83,1387031.42
patient15,84,1726883.77
patient15,85,134155.26
patient15,86,294085.83
patient15,87,527815.18
patient15,88,1930066.17
patient15,89,242660.60
patient15,90,-128547.46
patient15,91,1894003.13
patient15,92,1219492.38
patient15,93,-44275.29
patient15,94,193931.89
patient15,95,326923.26
patient15,96,1029442.97
patient15,97,85919.39
patient15,98,947805.08
patient15,99,1630179.83
patient16,0,1897315.42
patient16,1,1447900.04
patient16,2,221217.03
patient16,3,1405278.67
patient16,4,-148439.04
patient16,5,1492251.56
patient16,6,1568136.75
patient16,7,1336290.46
patient16,8,188520.89
patient16,9,-63222.25
patient16,10,1046057.06
patient16,11,237561.59
patient16,12,1778904.81
patient16,13,1920594.27
patient16,14,560618.13
patient16,15,371206.41
patient16,16,29056.98
patient16,17,1617637.78
patient16,18,1313227.47
patient16,19,125286.83
patient16,20,1142528.85
patient16,21,97815.86
patient16,22,759662.18
patient16,23,840652.55
patient16,24,1056052.46
patient16,25,1013181.60
patient16,26,-94631.39
patient16,27,1950199.32
patient16,28,-43362.71
patient16,29,244701.95
patient16,30,821346.48
patient16,31,1174692.55
patient16,32,67475.67
patient16,33,87330.13
patient16,34,98932.86
patient16,35,18326.01
patient16,36,601677.21
patient16,37,604706.41
patient16,38,441977.31
patient16,39,440649.92
patient16,40,851989.23
patient16,41,669466.65
patient16,42,656010.73
patient16,43,303358.60
patient16,44,128105.63
patient16,45,1364903.13
patient16,46,1800107.32
patient16,47,1564320.24
patient16,48,1582237.66
patient16,49,1193869.19
patient16,50,-157338.26
patient16,51,167912.24
patient16,52,1001268.52
patient16,53,1987921.20
patient16,54,546937.76
patient16,55,262103.09
patient16,56,534051.93
patient16,57,1452388.02
patient16,58,1866687.85
patient16,59,1564308.55
patient16,60,1859032.06
patient16,61,160732.92
patient16,62,1222080.81
patient16,63,360485.79
patient16,64,1187820.24
patient16,65,540647.70
patient16,66,850751.71
patient16,67,-60167.13
patient16,68,985442.17
patient16,69,126164.50
patient16,70,1862650.28
patient16,71,989019.35
patient16,72,873470.96
patient16,73,1047826.70
patient16,74,1786562.39
patient16,75,796692.31
patient16,76,1906721.27
patient16,77,322752.26
patient16,78,1596820.80
patient16,79,1549877.95
patient16,80,1252589.53
patient16,81,-135192.82
patient16,82,654787.76
patient16,83,1339583.55
patient16,84,383059.75
patient16,85,1420045.91
patient16,86,101344.73
patient16,87,1778549.74
patient16,88,1950634.49
patient16,89,550582.52
patient16,90,878094.06
patient16,91,1875429.12
patient16,92,155680.25
patient16,93,1461057.73
patient16,94,1969898.27
patient16,95,265147.70
patient16,96,96946.32
patient16,97,313236.07
patient16,98,196965.64
patient16,99,-145158.12
patient17,0,728283.35
patient17,1,1614628.66
patient17,2,54105.12
patient17,3,-114610.42
patient17,4,656721.05
patient17,5,88525.82
patient17,6,946425.97
patient17,7,53493.17
patient17,8,214607.84
patient17,9,693616.05
patient17,10,315546.77
patient17,11,1333267.19
patient17,12,1867361.48
patient17,13,413590.02
patient17,14,133655.65
patient17,15,1300549.50
patient17,16,180222.13
patient17,17,173669.03
patient17,18,1268764.17
patient17,19,22238.36
patient17,20,1989863.72
patient17,21,1186541.26
patient17,22,805761.73
patient17,23,1961125.34
patient17,24,1819954.12
patient17,25,950667.93
patient17,26,328247.54
patient17,27,-136384.95
patient17,28,693532.07
patient17,29,1134247.55
patient17,30,1209605.33
patient17,31,354158.31
patient17,32,1774160.05
patient17,33,489189.00
patient17,34,1718115.08
patient17,35,183821.32
patient17,36,1054872.98
patient17,37,1774217.67
patient17,38,943781.28
patient17,39,507506.40
patient17,40,1532513.63
patient17,41,1042980.02
patient17,42,423647.52
patient17,43,555240.94
patient17,44,1407673.81
patient17,45,333799.19
patient17,46,1044375.72
patient17,47,1490712.92
patient17,48,459146.48
patient17,49,620258.15
patient17,50,-35349.61
patient17,51,125398.19
patient17,52,1624023.24
patient17,53,-32136.72
patient17,54,1405317.98
patient17,55,709292.56
patient17,56,1338521.20
patient17,57,-161880.85
patient17,58,515641.65
patient17,59,-170522.73
patient17,60,1653651.17
patient17,61,329488.09
patient17,62,-23739.94
patient17,63,-15033.29
patient17,64,-105890.01
patient17,65,1630823.03
patient17,66,1670861.56
patient17,67,800682.08
patient17,68,27340.31
patient17,69,1719913.78
patient17,70,1104895.90
patient17,71,1049276.26
patient17,72,499595.71
patient17,73,100548.84
patient17,74,363079.30
patient17,75,958004.21
patient17,76,1894036.99
patient17,77,1338803.44
patient17,78,19211.31
patient17,79,690705.97
patient17,80,648399.50
patient17,81,497585.36
patient17,82,369213.17
patient17,83,845643.39
patient17,84,-67050.08
patient17,85,1311708.13
patient17,86,1125012.15
patient17,87,1621195.11
patient17,88,964211.18
patient17,89,278260.56
patient17,90,1583009.03
patient17,91,1854691.24
patient17,92,621424.54
patient17,93,886038.80
patient17,94,-119912.19
patient17,95,327722.44
patient17,96,531256.36
patient17,97,475024.13
patient17,98,1352983.84
patient17,99,3136.53
patient18,0,980537.57
patient18,1,123750.42
patient18,2,1819080.44
patient18,3,1125948.09
patient18,4,448958.91
patient18,5,306093.32
patient18,6,986864.80
patient18,7,914241.50
patient18,8,867680.98
patient18,9,1132815.54
patient18,10,256754.29
patient18,11,613861.75
patient18,12,441025.83
patient18,13,1630005.10
patient18,14,-127006.19
patient18,15,212918.95
patient18,16,1354106.99
patient18,17,1404346.46
patient18,18,542844.94
patient18,19,717365.86
patient18,20,-134904.19
patient18,21,-61640.19
patient18,22,980737.73
patient18,23,1545366.17
patient18,24,-133983.99
patient18,25,463168.36
patient18,26,977124.98
patient18,27,2002457.64
patient18,28,313786.66
patient18,29,792577.65
patient18,30,634030.82
patient18,31,-11056.38
patient18,32,301983.11
patient18,33,258771.81
patient18,34,19153.59
patient18,35,799626.53
patient18,36,1322241.00
patient18,37,1943590.27
patient18,38,868029.81
patient18,39,1555677.16
patient18,40,1858313.01
patient18,41,639053.10
patient18,42,1346811.33
patient18,43,188536.84
patient18,44,825952.12
patient18,45,226719.52
patient18,46,-135334.01
patient18,47,692454.71
patient18,48,1396335.57
patient18,49,1995544.73
patient18,50,1409459.85
patient18,51,-5734.77
patient18,52,178716.22
patient18,53,1103912.38
patient18,54,677625.11
patient18,55,-46930.50
patient18,56,1049488.76
patient18,57,1474572.30
patient18,58,-155678.08
patient18,59,847944.43
patient18,60,1332749.91
patient18,61,1933617.17
patient18,62,947464.89
patient18,63,1436037.07
patient18,64,678522.70
patient18,65,1518026.31
patient18,66,696272.36
patient18,67,931656.89
patient18,68,529022.76
patient18,69,1225073.01
patient18,70,-159033.39
patient18,71,1529065.89
patient18,72,1432612.78
patient18,73,311507.79
patient18,74,1329844.53
patient18,75,576554.21
patient18,76,1098266.41
patient18,77,-183465.90
patient18,78,350668.44
patient18,79,1730021.76
patient18,80,310810.66
patient18,81,1770643.24
patient18,82,166530.05
patient18,83,-13663.31
patient18,84,1441110.51
patient18,85,690573.35
patient18,86,-63748.28
patient18,87,739197.65
patient18,88,989444.35
patient18,89,967007.19
patient18,90,658919.54
patient18,91,967959.06
patient18,92,1227514.36
patient18,93,1704631.42
patient18,94,824410.44
patient18,95,1500829.50
patient18,96,925996.92
patient18,97,-103237.19
patient18,98,-62657.95
patient18,99,1666761.97
patient19,0,1730334.42
patient19,1,1314132.66
patient19,2,-51347.44
patient19,3,1274302.27
patient19,4,1595140.57
patient19,5,1943603.70
patient19,6,870554.37
patient19,7,605889.70
patient19,8,1978025.39
patient19,9,1884005.61
patient19,10,382299.06
patient19,11,-38249.72
patient19,12,581776.12
patient19,13,693743.64
patient19,14,1336946.03
patient19,15,434825.80
patient19,16,269443.19
patient19,17,1347500.46
patient19,18,892896.61
patient19,19,1995045.12
patient19,20,326098.84
patient19,21,1623087.29
patient19,22,-83253.11
patient19,23,60421.13
patient19,24,967013.58
patient19,25,1764060.42
patient19,26,211064.32
patient19,27,95334.60
patient19,28,1709768.53
patient19,29,1880788.13
patient19,30,15514.11
patient19,31,1657258.43
patient19,32,995723.53
patient19,33,182059.44
patient19,34,1964241.05
patient19,35,775840.48
patient19,36,185800.85
patient19,37,1064352.77
patient19,38,490768.22
patient19,39,544609.02
patient19,40,1012592.82
patient19,41,249668.41
patient19,42,1680249.59
patient19,43,1164526.55
patient19,44,969427.49
patient19,45,1640636.48
patient19,46,1523351.96
patient19,47,63099.40
patient19,48,502465.98
patient19,49,1731103.74
patient19,50,1047488.76
patient19,51,1422708.55
patient19,52,110478.69
patient19,53,-10259.58
patient19,54,1145917.86
patient19,55,1600425.07
patient19,56,931660.16
patient19,57,-185181.79
patient19,58,1275546.43
patient19,59,1981307.77
patient19,60,528991.17
patient19,61,1992105.84
patient19,62,565747.20
patient19,63,587318.07
patient19,64,72762.19
patient19,65,1103418.74
patient19,66,1837121.34
patient19,67,1569206.23
patient19,68,1998169.50
patient19,69,1483684.51
patient19,70,1308265.93
